Lat,Lon,id,startDate,endDate,nDays
48.089,-120.106,644,718,718,0
48.504,-120.106,645,718,731,13
48.139,-120.105,646,718,718,0
48.19,-120.105,647,716,717,1
48.241,-120.105,648,715,716,1
48.079,-120.103,649,721,721,0
48.444,-120.103,650,716,716,0
48.494,-120.103,651,716,729,13
48.545,-120.103,652,803,803,0
48.18,-120.102,653,716,717,1
48.231,-120.102,654,715,718,3
48.383,-120.101,655,719,719,0
48.434,-120.101,656,717,718,1
48.12,-120.1,657,718,719,1
48.485,-120.1,658,718,721,3
48.171,-120.099,659,716,716,0
48.221,-120.099,660,714,714,0
48.424,-120.098,661,719,719,0
48.009,-120.097,662,721,721,0
48.059,-120.097,663,721,721,0
48.11,-120.097,664,719,719,0
48.475,-120.097,665,716,718,2
48.525,-120.097,666,718,802,15
48.212,-120.096,667,715,715,0
48.414,-120.095,668,717,718,1
48.465,-120.095,669,717,718,1
48.05,-120.094,670,721,721,0
48.1,-120.094,671,718,719,1
48.516,-120.094,672,721,801,11
48.202,-120.093,673,716,717,1
48.354,-120.092,674,718,718,0
48.455,-120.092,675,718,718,0
48.091,-120.091,676,718,721,3
48.506,-120.091,677,718,805,18
48.192,-120.09,678,715,717,2
48.243,-120.09,679,715,715,0
48.446,-120.089,680,717,718,1
48.081,-120.088,681,718,718,0
48.182,-120.088,682,716,718,2
48.496,-120.088,683,718,718,0
48.233,-120.087,684,718,718,0
48.284,-120.087,685,717,720,3
48.334,-120.087,686,718,720,2
48.02,-120.086,687,721,721,0
48.385,-120.086,688,720,720,0
48.436,-120.086,689,717,731,14
48.486,-120.086,690,717,730,13
48.071,-120.085,691,718,721,3
48.223,-120.084,692,718,718,0
48.011,-120.083,693,721,721,0
48.061,-120.083,694,718,721,3
48.375,-120.083,695,719,719,0
48.426,-120.083,696,717,717,0
48.477,-120.083,697,716,718,2
48.213,-120.082,698,718,718,0
48.527,-120.082,699,721,802,12
48.366,-120.081,700,719,719,0
48.001,-120.08,701,721,721,0
48.052,-120.08,702,718,721,3
48.416,-120.08,703,716,716,0
48.518,-120.08,704,729,731,2
48.153,-120.079,705,718,718,0
48.204,-120.079,706,717,717,0
48.254,-120.078,707,715,720,5
48.356,-120.078,708,720,720,0
48.042,-120.077,709,721,721,0
48.457,-120.077,710,715,717,2
48.508,-120.077,711,718,806,19
48.143,-120.076,712,718,718,0
48.194,-120.076,713,716,717,1
48.245,-120.076,714,718,718,0
48.032,-120.074,715,720,721,1
48.083,-120.074,716,718,721,3
48.447,-120.074,717,731,731,0
48.498,-120.074,718,716,805,20
48.184,-120.073,719,716,717,1
48.235,-120.073,720,716,719,3
48.336,-120.072,721,718,718,0
48.387,-120.072,722,718,719,1
48.073,-120.071,723,718,721,3
48.124,-120.071,724,718,718,0
48.438,-120.071,725,717,717,0
48.488,-120.071,726,718,731,13
48.174,-120.07,727,717,717,0
48.225,-120.07,728,717,718,1
48.012,-120.068,729,721,721,0
48.063,-120.068,730,718,721,3
48.428,-120.068,731,717,717,0
48.479,-120.068,732,716,718,2
48.529,-120.068,733,731,803,3
48.215,-120.067,734,716,718,2
48.266,-120.067,735,721,721,0
48.003,-120.066,736,721,721,0
48.053,-120.065,737,718,721,3
48.469,-120.065,738,716,718,2
48.52,-120.065,739,721,806,16
48.155,-120.064,740,717,717,0
48.206,-120.064,741,717,718,1
48.256,-120.064,742,717,717,0
48.307,-120.063,743,718,718,0
48.408,-120.063,744,717,717,0
48.044,-120.062,745,718,718,0
48.51,-120.062,746,731,806,6
48.196,-120.061,747,716,718,2
48.297,-120.061,748,718,718,0
48.034,-120.059,749,721,721,0
48.085,-120.059,750,721,721,0
48.135,-120.059,751,717,717,0
48.449,-120.059,752,716,717,1
48.5,-120.059,753,718,801,14
48.237,-120.058,754,718,721,3
48.287,-120.058,755,718,721,3
48.024,-120.057,756,721,721,0
48.338,-120.057,757,718,719,1
48.44,-120.057,758,717,717,0
48.075,-120.056,759,718,718,0
48.176,-120.056,760,716,717,1
48.49,-120.056,761,731,810,10
48.541,-120.056,762,805,805,0
48.227,-120.055,763,717,731,14
48.278,-120.055,764,717,717,0
48.43,-120.054,765,717,717,0
48.065,-120.053,766,718,718,0
48.481,-120.053,767,717,808,22
48.217,-120.052,768,717,731,14
48.268,-120.052,769,717,720,3
48.319,-120.052,770,718,718,0
48.055,-120.051,771,718,718,0
48.471,-120.051,772,717,718,1
48.207,-120.05,773,717,731,14
48.521,-120.05,774,805,806,1
48.309,-120.049,775,718,719,1
48.046,-120.048,776,718,721,3
48.41,-120.048,777,717,717,0
48.461,-120.048,778,717,718,1
48.096,-120.047,779,718,718,0
48.147,-120.047,780,717,717,0
48.198,-120.047,781,717,731,14
48.512,-120.047,782,717,808,22
48.248,-120.046,783,717,717,0
48.299,-120.046,784,718,718,0
48.036,-120.045,785,718,718,0
48.401,-120.045,786,717,731,14
48.451,-120.045,787,717,717,0
48.188,-120.044,788,717,719,2
48.239,-120.043,789,717,721,4
48.289,-120.043,790,717,718,1
48.026,-120.042,791,718,721,3
48.077,-120.042,792,718,718,0
48.391,-120.042,793,731,731,0
48.441,-120.042,794,717,717,0
48.178,-120.041,795,717,717,0
48.229,-120.041,796,718,718,0
48.28,-120.04,797,718,718,0
48.067,-120.039,798,718,718,0
48.432,-120.039,799,716,717,1
48.219,-120.038,800,717,731,14
48.27,-120.037,801,717,721,4
48.007,-120.036,802,720,721,1
48.057,-120.036,803,718,719,1
48.422,-120.036,804,717,718,1
48.473,-120.036,805,717,730,13
48.159,-120.035,806,717,717,0
48.209,-120.035,807,716,731,15
48.26,-120.035,808,717,721,4
47.997,-120.034,809,721,721,0
48.311,-120.034,810,718,718,0
48.047,-120.033,811,718,719,1
48.463,-120.033,812,717,717,0
48.514,-120.033,813,804,804,0
48.2,-120.032,814,718,731,13
48.25,-120.032,815,720,721,1
48.301,-120.031,816,718,718,0
48.402,-120.031,817,717,731,14
48.038,-120.03,818,718,718,0
48.139,-120.03,819,717,717,0
