Lon,Lat,date,geometry
-120.848,47.694,718,"c(-120.848, 47.694)"
-120.773,47.695,718,"c(-120.773, 47.695)"
-120.79,47.702,718,"c(-120.79, 47.702)"
-120.776,47.704,718,"c(-120.776, 47.704)"
-120.825,47.718,718,"c(-120.825, 47.718)"
-120.81,47.72,718,"c(-120.81, 47.72)"
-119.921,47.971,718,"c(-119.921, 47.971)"
-119.906,47.973,718,"c(-119.906, 47.973)"
-119.952,47.977,718,"c(-119.952, 47.977)"
-119.955,47.987,718,"c(-119.955, 47.987)"
-119.943,47.998,718,"c(-119.943, 47.998)"
-120.624,47.999,718,"c(-120.624, 47.999)"
-120.609,48.001,718,"c(-120.609, 48.001)"
-120.594,48.003,718,"c(-120.594, 48.003)"
-120.615,48.021,718,"c(-120.615, 48.021)"
-120.042,48.026,718,"c(-120.042, 48.026)"
-120.028,48.028,718,"c(-120.028, 48.028)"
-120.03,48.038,718,"c(-120.03, 48.038)"
-120.016,48.04,718,"c(-120.016, 48.04)"
-120.062,48.044,718,"c(-120.062, 48.044)"
-120.033,48.047,718,"c(-120.033, 48.047)"
-120.08,48.052,718,"c(-120.08, 48.052)"
-120.065,48.053,718,"c(-120.065, 48.053)"
-120.051,48.055,718,"c(-120.051, 48.055)"
-120.083,48.061,718,"c(-120.083, 48.061)"
-120.085,48.071,718,"c(-120.085, 48.071)"
-120.088,48.081,718,"c(-120.088, 48.081)"
-120.106,48.089,718,"c(-120.106, 48.089)"
-120.123,48.097,718,"c(-120.123, 48.097)"
-120.126,48.106,718,"c(-120.126, 48.106)"
-120.111,48.108,718,"c(-120.111, 48.108)"
-120.143,48.114,718,"c(-120.143, 48.114)"
-120.129,48.116,718,"c(-120.129, 48.116)"
-119.811,48.117,718,"c(-119.811, 48.117)"
-120.114,48.118,718,"c(-120.114, 48.118)"
-120.146,48.124,718,"c(-120.146, 48.124)"
-120.132,48.126,718,"c(-120.132, 48.126)"
-119.814,48.127,718,"c(-119.814, 48.127)"
-120.149,48.134,718,"c(-120.149, 48.134)"
-119.878,48.139,718,"c(-119.878, 48.139)"
-120.152,48.143,718,"c(-120.152, 48.143)"
-119.834,48.144,718,"c(-119.834, 48.144)"
-120.137,48.145,718,"c(-120.137, 48.145)"
-119.895,48.146,718,"c(-119.895, 48.146)"
-119.881,48.148,718,"c(-119.881, 48.148)"
-120.155,48.153,718,"c(-120.155, 48.153)"
-119.837,48.154,718,"c(-119.837, 48.154)"
-119.823,48.156,718,"c(-119.823, 48.156)"
-119.898,48.156,718,"c(-119.898, 48.156)"
-120.158,48.163,718,"c(-120.158, 48.163)"
-119.933,48.172,718,"c(-119.933, 48.172)"
-119.919,48.174,718,"c(-119.919, 48.174)"
-120.207,48.177,718,"c(-120.207, 48.177)"
-120.193,48.179,718,"c(-120.193, 48.179)"
-119.921,48.184,718,"c(-119.921, 48.184)"
-119.939,48.191,718,"c(-119.939, 48.191)"
-120.061,48.196,718,"c(-120.061, 48.196)"
-119.956,48.199,718,"c(-119.956, 48.199)"
-119.851,48.203,718,"c(-119.851, 48.203)"
-119.837,48.205,718,"c(-119.837, 48.205)"
-120.064,48.206,718,"c(-120.064, 48.206)"
-120.216,48.206,718,"c(-120.216, 48.206)"
-119.974,48.207,718,"c(-119.974, 48.207)"
-120.05,48.207,718,"c(-120.05, 48.207)"
-119.959,48.209,718,"c(-119.959, 48.209)"
-120.035,48.209,718,"c(-120.035, 48.209)"
-120.02,48.211,718,"c(-120.02, 48.211)"
-119.854,48.213,718,"c(-119.854, 48.213)"
-120.082,48.213,718,"c(-120.082, 48.213)"
-119.839,48.214,718,"c(-119.839, 48.214)"
-120.067,48.215,718,"c(-120.067, 48.215)"
-120.052,48.217,718,"c(-120.052, 48.217)"
-120.038,48.219,718,"c(-120.038, 48.219)"
-119.871,48.22,718,"c(-119.871, 48.22)"
-120.023,48.221,718,"c(-120.023, 48.221)"
-119.857,48.222,718,"c(-119.857, 48.222)"
-120.084,48.223,718,"c(-120.084, 48.223)"
-120.07,48.225,718,"c(-120.07, 48.225)"
-119.874,48.23,718,"c(-119.874, 48.23)"
-120.102,48.231,718,"c(-120.102, 48.231)"
-119.86,48.232,718,"c(-119.86, 48.232)"
-120.087,48.233,718,"c(-120.087, 48.233)"
-119.892,48.238,718,"c(-119.892, 48.238)"
-120.195,48.239,718,"c(-120.195, 48.239)"
-119.877,48.24,718,"c(-119.877, 48.24)"
-120.181,48.241,718,"c(-120.181, 48.241)"
-119.862,48.242,718,"c(-119.862, 48.242)"
-120.166,48.243,718,"c(-120.166, 48.243)"
-119.927,48.254,718,"c(-119.927, 48.254)"
-119.897,48.258,718,"c(-119.897, 48.258)"
-120.02,48.262,718,"c(-120.02, 48.262)"
-119.929,48.264,718,"c(-119.929, 48.264)"
-120.005,48.264,718,"c(-120.005, 48.264)"
-120.037,48.27,718,"c(-120.037, 48.27)"
-120.023,48.272,718,"c(-120.023, 48.272)"
-119.78,48.273,718,"c(-119.78, 48.273)"
-120.008,48.274,718,"c(-120.008, 48.274)"
-119.994,48.276,718,"c(-119.994, 48.276)"
-119.979,48.277,718,"c(-119.979, 48.277)"
-120.04,48.28,718,"c(-120.04, 48.28)"
-120.026,48.282,718,"c(-120.026, 48.282)"
-120.011,48.283,718,"c(-120.011, 48.283)"
-119.996,48.285,718,"c(-119.996, 48.285)"
-119.754,48.286,718,"c(-119.754, 48.286)"
-119.982,48.287,718,"c(-119.982, 48.287)"
-120.058,48.287,718,"c(-120.058, 48.287)"
-119.739,48.288,718,"c(-119.739, 48.288)"
-120.043,48.289,718,"c(-120.043, 48.289)"
-119.725,48.29,718,"c(-119.725, 48.29)"
-119.801,48.29,718,"c(-119.801, 48.29)"
-120.028,48.291,718,"c(-120.028, 48.291)"
-119.771,48.294,718,"c(-119.771, 48.294)"
-119.757,48.296,718,"c(-119.757, 48.296)"
-119.833,48.296,718,"c(-119.833, 48.296)"
-120.061,48.297,718,"c(-120.061, 48.297)"
-119.742,48.298,718,"c(-119.742, 48.298)"
-120.046,48.299,718,"c(-120.046, 48.299)"
-119.727,48.3,718,"c(-119.727, 48.3)"
-119.803,48.3,718,"c(-119.803, 48.3)"
-120.031,48.301,718,"c(-120.031, 48.301)"
-119.774,48.304,718,"c(-119.774, 48.304)"
-119.759,48.306,718,"c(-119.759, 48.306)"
-120.063,48.307,718,"c(-120.063, 48.307)"
-119.745,48.308,718,"c(-119.745, 48.308)"
-119.821,48.308,718,"c(-119.821, 48.308)"
-120.049,48.309,718,"c(-120.049, 48.309)"
-119.791,48.312,718,"c(-119.791, 48.312)"
-119.867,48.312,718,"c(-119.867, 48.312)"
-119.777,48.314,718,"c(-119.777, 48.314)"
-119.853,48.314,718,"c(-119.853, 48.314)"
-119.762,48.315,718,"c(-119.762, 48.315)"
-120.052,48.319,718,"c(-120.052, 48.319)"
-120.616,48.325,718,"c(-120.616, 48.325)"
-119.902,48.328,718,"c(-119.902, 48.328)"
-120.087,48.334,718,"c(-120.087, 48.334)"
-119.92,48.336,718,"c(-119.92, 48.336)"
-119.905,48.338,718,"c(-119.905, 48.338)"
-120.637,48.342,718,"c(-120.637, 48.342)"
-120.622,48.344,718,"c(-120.622, 48.344)"
-120.639,48.352,718,"c(-120.639, 48.352)"
-120.092,48.354,718,"c(-120.092, 48.354)"
-120.625,48.354,718,"c(-120.625, 48.354)"
-119.928,48.365,718,"c(-119.928, 48.365)"
-119.978,48.379,718,"c(-119.978, 48.379)"
-119.949,48.383,718,"c(-119.949, 48.383)"
-119.934,48.385,718,"c(-119.934, 48.385)"
-120.072,48.387,718,"c(-120.072, 48.387)"
-120.133,48.389,718,"c(-120.133, 48.389)"
-119.966,48.39,718,"c(-119.966, 48.39)"
-119.952,48.392,718,"c(-119.952, 48.392)"
-119.987,48.408,718,"c(-119.987, 48.408)"
-120.139,48.409,718,"c(-120.139, 48.409)"
-119.972,48.41,718,"c(-119.972, 48.41)"
-120.124,48.411,718,"c(-120.124, 48.411)"
-119.989,48.418,718,"c(-119.989, 48.418)"
-120.142,48.418,718,"c(-120.142, 48.418)"
-120.127,48.42,718,"c(-120.127, 48.42)"
-120.036,48.422,718,"c(-120.036, 48.422)"
-120.112,48.422,718,"c(-120.112, 48.422)"
-120.145,48.428,718,"c(-120.145, 48.428)"
-120.13,48.43,718,"c(-120.13, 48.43)"
-120.01,48.436,718,"c(-120.01, 48.436)"
-120.027,48.443,718,"c(-120.027, 48.443)"
-120.013,48.445,718,"c(-120.013, 48.445)"
-120.015,48.455,718,"c(-120.015, 48.455)"
-120.048,48.461,718,"c(-120.048, 48.461)"
-120.141,48.469,718,"c(-120.141, 48.469)"
-120.127,48.471,718,"c(-120.127, 48.471)"
-120.083,48.477,718,"c(-120.083, 48.477)"
-120.144,48.479,718,"c(-120.144, 48.479)"
-120.13,48.481,718,"c(-120.13, 48.481)"
-120.115,48.483,718,"c(-120.115, 48.483)"
-120.121,48.502,718,"c(-120.121, 48.502)"
-120.106,48.504,718,"c(-120.106, 48.504)"
-120.124,48.512,718,"c(-120.124, 48.512)"
-120.109,48.514,718,"c(-120.109, 48.514)"
-120.749,47.667,718,"c(-120.749, 47.667)"
-120.019,48.049,718,"c(-120.019, 48.049)"
-120.004,48.051,718,"c(-120.004, 48.051)"
-119.99,48.053,718,"c(-119.99, 48.053)"
-120.021,48.059,718,"c(-120.021, 48.059)"
-120.007,48.061,718,"c(-120.007, 48.061)"
-119.992,48.063,718,"c(-119.992, 48.063)"
-120.053,48.065,718,"c(-120.053, 48.065)"
-120.039,48.067,718,"c(-120.039, 48.067)"
-120.024,48.069,718,"c(-120.024, 48.069)"
-120.056,48.075,718,"c(-120.056, 48.075)"
-120.042,48.077,718,"c(-120.042, 48.077)"
-120.1,48.12,718,"c(-120.1, 48.12)"
-120.117,48.128,718,"c(-120.117, 48.128)"
-120.135,48.136,718,"c(-120.135, 48.136)"
-120.12,48.137,718,"c(-120.12, 48.137)"
-120.105,48.139,718,"c(-120.105, 48.139)"
-119.855,48.162,718,"c(-119.855, 48.162)"
-119.84,48.164,718,"c(-119.84, 48.164)"
-119.825,48.166,718,"c(-119.825, 48.166)"
-119.811,48.167,718,"c(-119.811, 48.167)"
-119.796,48.169,718,"c(-119.796, 48.169)"
-119.843,48.173,718,"c(-119.843, 48.173)"
-119.924,48.193,718,"c(-119.924, 48.193)"
-119.91,48.195,718,"c(-119.91, 48.195)"
-119.942,48.201,718,"c(-119.942, 48.201)"
-119.927,48.203,718,"c(-119.927, 48.203)"
-119.912,48.205,718,"c(-119.912, 48.205)"
-119.944,48.211,718,"c(-119.944, 48.211)"
-119.93,48.213,718,"c(-119.93, 48.213)"
-120.041,48.229,718,"c(-120.041, 48.229)"
-120.026,48.231,718,"c(-120.026, 48.231)"
-120.073,48.235,718,"c(-120.073, 48.235)"
-120.058,48.237,718,"c(-120.058, 48.237)"
-120.076,48.245,718,"c(-120.076, 48.245)"
-119.999,48.295,718,"c(-119.999, 48.295)"
-119.73,48.309,718,"c(-119.73, 48.309)"
-120.034,48.311,718,"c(-120.034, 48.311)"
-119.748,48.317,718,"c(-119.748, 48.317)"
-119.794,48.321,718,"c(-119.794, 48.321)"
-119.78,48.323,718,"c(-119.78, 48.323)"
-119.841,48.326,718,"c(-119.841, 48.326)"
-119.826,48.327,718,"c(-119.826, 48.327)"
-119.812,48.329,718,"c(-119.812, 48.329)"
-119.94,48.404,718,"c(-119.94, 48.404)"
-120.101,48.434,718,"c(-120.101, 48.434)"
-119.998,48.447,718,"c(-119.998, 48.447)"
-120.059,48.5,718,"c(-120.059, 48.5)"
-120.097,48.525,718,"c(-120.097, 48.525)"
-120.738,47.628,718,"c(-120.738, 47.628)"
-120.723,47.63,718,"c(-120.723, 47.63)"
-120.755,47.636,718,"c(-120.755, 47.636)"
-120.741,47.638,718,"c(-120.741, 47.638)"
-120.726,47.64,718,"c(-120.726, 47.64)"
-120.712,47.642,718,"c(-120.712, 47.642)"
-120.787,47.642,718,"c(-120.787, 47.642)"
-120.758,47.646,718,"c(-120.758, 47.646)"
-120.755,47.687,718,"c(-120.755, 47.687)"
-120.83,47.687,718,"c(-120.83, 47.687)"
-120.741,47.689,718,"c(-120.741, 47.689)"
-120.793,47.712,718,"c(-120.793, 47.712)"
-120.603,47.931,718,"c(-120.603, 47.931)"
-119.935,47.969,718,"c(-119.935, 47.969)"
-119.938,47.979,718,"c(-119.938, 47.979)"
-119.923,47.981,718,"c(-119.923, 47.981)"
-119.926,47.991,718,"c(-119.926, 47.991)"
-120.01,48.02,718,"c(-120.01, 48.02)"
-119.996,48.022,718,"c(-119.996, 48.022)"
-120.586,48.025,718,"c(-120.586, 48.025)"
-120.045,48.036,718,"c(-120.045, 48.036)"
-120.001,48.042,718,"c(-120.001, 48.042)"
-120.068,48.063,718,"c(-120.068, 48.063)"
-120.094,48.1,718,"c(-120.094, 48.1)"
-119.777,48.101,718,"c(-119.777, 48.101)"
-119.8,48.128,718,"c(-119.8, 48.128)"
-119.82,48.146,718,"c(-119.82, 48.146)"
-120.175,48.171,718,"c(-120.175, 48.171)"
-119.904,48.176,718,"c(-119.904, 48.176)"
-120.163,48.182,718,"c(-120.163, 48.182)"
-119.907,48.185,718,"c(-119.907, 48.185)"
-120.032,48.2,718,"c(-120.032, 48.2)"
-120.184,48.2,718,"c(-120.184, 48.2)"
-120.017,48.202,718,"c(-120.017, 48.202)"
-120.003,48.203,718,"c(-120.003, 48.203)"
-119.822,48.207,718,"c(-119.822, 48.207)"
-120.006,48.213,718,"c(-120.006, 48.213)"
-119.848,48.244,718,"c(-119.848, 48.244)"
-119.991,48.266,718,"c(-119.991, 48.266)"
-119.976,48.268,718,"c(-119.976, 48.268)"
-119.736,48.278,718,"c(-119.736, 48.278)"
-119.964,48.279,718,"c(-119.964, 48.279)"
-119.722,48.28,718,"c(-119.722, 48.28)"
-119.707,48.282,718,"c(-119.707, 48.282)"
-119.71,48.292,718,"c(-119.71, 48.292)"
-119.87,48.322,718,"c(-119.87, 48.322)"
-120.072,48.336,718,"c(-120.072, 48.336)"
-119.911,48.357,718,"c(-119.911, 48.357)"
-119.958,48.361,718,"c(-119.958, 48.361)"
-119.943,48.363,718,"c(-119.943, 48.363)"
-119.946,48.373,718,"c(-119.946, 48.373)"
-119.917,48.377,718,"c(-119.917, 48.377)"
-119.937,48.394,718,"c(-119.937, 48.394)"
-119.954,48.402,718,"c(-119.954, 48.402)"
-120.107,48.403,718,"c(-120.107, 48.403)"
-120.004,48.416,718,"c(-120.004, 48.416)"
-119.995,48.437,718,"c(-119.995, 48.437)"
-119.98,48.439,718,"c(-119.98, 48.439)"
-120.109,48.463,718,"c(-120.109, 48.463)"
-120.095,48.465,718,"c(-120.095, 48.465)"
-120.051,48.471,718,"c(-120.051, 48.471)"
-120.112,48.473,718,"c(-120.112, 48.473)"
-120.068,48.479,718,"c(-120.068, 48.479)"
-120.1,48.485,718,"c(-120.1, 48.485)"
-120.086,48.486,718,"c(-120.086, 48.486)"
-120.071,48.488,718,"c(-120.071, 48.488)"
-120.088,48.496,718,"c(-120.088, 48.496)"
-120.077,48.508,718,"c(-120.077, 48.508)"
-120.755,47.636,719,"c(-120.755, 47.636)"
-119.866,48.15,719,"c(-119.866, 48.15)"
-120.073,48.235,719,"c(-120.073, 48.235)"
-120.049,48.309,719,"c(-120.049, 48.309)"
-119.734,48.268,719,"c(-119.734, 48.268)"
-119.817,48.136,719,"c(-119.817, 48.136)"
-119.791,48.15,719,"c(-119.791, 48.15)"
-119.71,48.292,719,"c(-119.71, 48.292)"
-119.953,48.24,719,"c(-119.953, 48.24)"
-119.988,48.256,719,"c(-119.988, 48.256)"
-120.11,48.311,719,"c(-120.11, 48.311)"
-120.057,48.338,719,"c(-120.057, 48.338)"
-120.072,48.387,719,"c(-120.072, 48.387)"
-119.903,47.963,719,"c(-119.903, 47.963)"
-119.768,48.335,719,"c(-119.768, 48.335)"
-120.155,48.153,719,"c(-120.155, 48.153)"
-120.559,47.937,719,"c(-120.559, 47.937)"
-119.935,47.969,719,"c(-119.935, 47.969)"
-120.013,48.03,719,"c(-120.013, 48.03)"
-119.998,48.032,719,"c(-119.998, 48.032)"
-120.016,48.04,719,"c(-120.016, 48.04)"
-120.019,48.049,719,"c(-120.019, 48.049)"
-120.094,48.1,719,"c(-120.094, 48.1)"
-120.111,48.108,719,"c(-120.111, 48.108)"
-120.117,48.128,719,"c(-120.117, 48.128)"
-120.098,48.424,719,"c(-120.098, 48.424)"
-119.992,48.428,719,"c(-119.992, 48.428)"
-119.995,48.437,719,"c(-119.995, 48.437)"
-120.758,47.646,719,"c(-120.758, 47.646)"
-120.729,47.65,719,"c(-120.729, 47.65)"
-120.746,47.658,719,"c(-120.746, 47.658)"
-119.938,47.979,719,"c(-119.938, 47.979)"
-119.955,47.987,719,"c(-119.955, 47.987)"
-119.998,48.032,719,"c(-119.998, 48.032)"
-120.016,48.04,719,"c(-120.016, 48.04)"
-120.033,48.047,719,"c(-120.033, 48.047)"
-120.019,48.049,719,"c(-120.019, 48.049)"
-120.004,48.051,719,"c(-120.004, 48.051)"
-120.036,48.057,719,"c(-120.036, 48.057)"
-120.021,48.059,719,"c(-120.021, 48.059)"
-120.097,48.11,719,"c(-120.097, 48.11)"
-120.114,48.118,719,"c(-120.114, 48.118)"
-120.1,48.12,719,"c(-120.1, 48.12)"
-120.755,47.687,719,"c(-120.755, 47.687)"
-120.172,48.161,719,"c(-120.172, 48.161)"
-120.193,48.179,719,"c(-120.193, 48.179)"
-120.181,48.19,719,"c(-120.181, 48.19)"
-120.181,48.241,719,"c(-120.181, 48.241)"
-120.081,48.366,719,"c(-120.081, 48.366)"
-120.083,48.375,719,"c(-120.083, 48.375)"
-120.101,48.383,719,"c(-120.101, 48.383)"
-120.121,48.401,719,"c(-120.121, 48.401)"
-120.11,48.412,719,"c(-120.11, 48.412)"
-120.044,48.188,719,"c(-120.044, 48.188)"
-120.015,48.192,719,"c(-120.015, 48.192)"
-120.02,48.211,719,"c(-120.02, 48.211)"
-120.025,48.383,719,"c(-120.025, 48.383)"
-120.758,47.646,719,"c(-120.758, 47.646)"
-120.743,47.648,719,"c(-120.743, 47.648)"
-120.729,47.65,719,"c(-120.729, 47.65)"
-120.761,47.656,719,"c(-120.761, 47.656)"
-120.761,47.706,719,"c(-120.761, 47.706)"
-119.95,47.967,719,"c(-119.95, 47.967)"
-119.935,47.969,719,"c(-119.935, 47.969)"
-119.941,47.989,719,"c(-119.941, 47.989)"
-119.926,47.991,719,"c(-119.926, 47.991)"
-119.943,47.998,719,"c(-119.943, 47.998)"
-119.946,48.008,719,"c(-119.946, 48.008)"
-119.932,48.01,719,"c(-119.932, 48.01)"
-120.01,48.02,719,"c(-120.01, 48.02)"
-120.013,48.03,719,"c(-120.013, 48.03)"
-120.016,48.04,719,"c(-120.016, 48.04)"
-120.048,48.046,719,"c(-120.048, 48.046)"
-120.036,48.057,719,"c(-120.036, 48.057)"
-120.074,48.083,719,"c(-120.074, 48.083)"
-120.746,47.658,720,"c(-120.746, 47.658)"
-120.761,47.706,720,"c(-120.761, 47.706)"
-120.825,47.718,720,"c(-120.825, 47.718)"
-120.078,48.254,720,"c(-120.078, 48.254)"
-120.052,48.268,720,"c(-120.052, 48.268)"
-120.086,48.385,720,"c(-120.086, 48.385)"
-120.163,48.182,720,"c(-120.163, 48.182)"
-119.704,48.272,720,"c(-119.704, 48.272)"
-119.712,48.352,720,"c(-119.712, 48.352)"
-119.9,47.953,720,"c(-119.9, 47.953)"
-119.947,47.957,720,"c(-119.947, 47.957)"
-120.036,48.007,720,"c(-120.036, 48.007)"
-120.01,48.02,720,"c(-120.01, 48.02)"
-120.065,48.053,720,"c(-120.065, 48.053)"
-120.111,48.108,720,"c(-120.111, 48.108)"
-120.187,48.21,720,"c(-120.187, 48.21)"
-120.029,48.241,720,"c(-120.029, 48.241)"
-120.032,48.25,720,"c(-120.032, 48.25)"
-119.73,48.309,720,"c(-119.73, 48.309)"
-119.75,48.327,720,"c(-119.75, 48.327)"
-119.706,48.333,720,"c(-119.706, 48.333)"
-119.794,48.321,720,"c(-119.794, 48.321)"
-119.984,48.398,720,"c(-119.984, 48.398)"
-119.954,48.402,720,"c(-119.954, 48.402)"
-120.08,48.052,720,"c(-120.08, 48.052)"
-120.085,48.071,720,"c(-120.085, 48.071)"
-120.141,48.104,720,"c(-120.141, 48.104)"
-119.868,48.261,720,"c(-119.868, 48.261)"
-119.858,48.333,720,"c(-119.858, 48.333)"
-119.829,48.337,720,"c(-119.829, 48.337)"
-120.645,48.372,720,"c(-120.645, 48.372)"
-120.021,48.475,720,"c(-120.021, 48.475)"
-120.126,48.522,720,"c(-120.126, 48.522)"
-120.087,48.334,720,"c(-120.087, 48.334)"
-120.122,48.35,720,"c(-120.122, 48.35)"
-120.078,48.356,720,"c(-120.078, 48.356)"
-119.869,48.423,720,"c(-119.869, 48.423)"
-120.63,48.069,720,"c(-120.63, 48.069)"
-120.216,48.206,720,"c(-120.216, 48.206)"
-120.224,48.235,720,"c(-120.224, 48.235)"
-120.189,48.27,720,"c(-120.189, 48.27)"
-120.087,48.284,720,"c(-120.087, 48.284)"
-119.905,48.338,720,"c(-119.905, 48.338)"
-119.771,48.345,720,"c(-119.771, 48.345)"
-119.995,48.437,720,"c(-119.995, 48.437)"
-120.296,47.557,720,"c(-120.296, 47.557)"
-120.615,48.021,720,"c(-120.615, 48.021)"
-119.95,47.967,720,"c(-119.95, 47.967)"
-120.074,48.032,720,"c(-120.074, 48.032)"
-120.135,48.136,720,"c(-120.135, 48.136)"
-120.146,48.175,720,"c(-120.146, 48.175)"
-119.865,48.252,720,"c(-119.865, 48.252)"
-119.903,48.277,720,"c(-119.903, 48.277)"
-120.011,48.283,720,"c(-120.011, 48.283)"
-120.118,48.492,720,"c(-120.118, 48.492)"
-120.121,48.502,720,"c(-120.121, 48.502)"
-119.924,48.193,720,"c(-119.924, 48.193)"
-120.038,48.219,720,"c(-120.038, 48.219)"
-119.828,48.226,720,"c(-119.828, 48.226)"
-119.824,48.318,721,"c(-119.824, 48.318)"
-120.02,48.262,721,"c(-120.02, 48.262)"
-119.841,48.326,721,"c(-119.841, 48.326)"
-119.826,48.327,721,"c(-119.826, 48.327)"
-119.812,48.329,721,"c(-119.812, 48.329)"
-119.797,48.331,721,"c(-119.797, 48.331)"
-119.829,48.337,721,"c(-119.829, 48.337)"
-119.8,48.341,721,"c(-119.8, 48.341)"
-119.841,48.326,721,"c(-119.841, 48.326)"
-119.824,48.318,721,"c(-119.824, 48.318)"
-120.743,47.648,721,"c(-120.743, 47.648)"
-120.764,47.716,721,"c(-120.764, 47.716)"
-120.692,47.827,721,"c(-120.692, 47.827)"
-120.58,48.005,721,"c(-120.58, 48.005)"
-119.981,48.024,721,"c(-119.981, 48.024)"
-120.042,48.026,721,"c(-120.042, 48.026)"
-120.013,48.03,721,"c(-120.013, 48.03)"
-119.998,48.032,721,"c(-119.998, 48.032)"
-120.589,48.034,721,"c(-120.589, 48.034)"
-120.048,48.046,721,"c(-120.048, 48.046)"
-120.065,48.053,721,"c(-120.065, 48.053)"
-120.059,48.085,721,"c(-120.059, 48.085)"
-120.114,48.118,721,"c(-120.114, 48.118)"
-120.126,48.157,721,"c(-120.126, 48.157)"
-120.163,48.182,721,"c(-120.163, 48.182)"
-119.991,48.215,721,"c(-119.991, 48.215)"
-120.204,48.218,721,"c(-120.204, 48.218)"
-120.19,48.22,721,"c(-120.19, 48.22)"
-119.848,48.244,721,"c(-119.848, 48.244)"
-120.151,48.245,721,"c(-120.151, 48.245)"
-119.985,48.246,721,"c(-119.985, 48.246)"
-120.002,48.254,721,"c(-120.002, 48.254)"
-119.988,48.256,721,"c(-119.988, 48.256)"
-120.02,48.262,721,"c(-120.02, 48.262)"
-119.991,48.266,721,"c(-119.991, 48.266)"
-119.9,48.267,721,"c(-119.9, 48.267)"
-119.967,48.289,721,"c(-119.967, 48.289)"
-119.78,48.323,721,"c(-119.78, 48.323)"
-119.826,48.327,721,"c(-119.826, 48.327)"
-119.812,48.329,721,"c(-119.812, 48.329)"
-119.797,48.331,721,"c(-119.797, 48.331)"
-119.858,48.333,721,"c(-119.858, 48.333)"
-119.753,48.337,721,"c(-119.753, 48.337)"
-119.896,48.359,721,"c(-119.896, 48.359)"
-119.94,48.404,721,"c(-119.94, 48.404)"
-119.957,48.412,721,"c(-119.957, 48.412)"
-119.969,48.451,721,"c(-119.969, 48.451)"
-120.086,48.486,721,"c(-120.086, 48.486)"
-120.091,48.506,721,"c(-120.091, 48.506)"
-120.065,48.52,721,"c(-120.065, 48.52)"
-119.826,48.327,721,"c(-119.826, 48.327)"
-119.841,48.326,721,"c(-119.841, 48.326)"
-120.198,48.198,721,"c(-120.198, 48.198)"
-119.86,48.232,721,"c(-119.86, 48.232)"
-119.845,48.234,721,"c(-119.845, 48.234)"
-119.824,48.318,721,"c(-119.824, 48.318)"
-119.794,48.321,721,"c(-119.794, 48.321)"
-119.826,48.327,721,"c(-119.826, 48.327)"
-120.143,48.216,721,"c(-120.143, 48.216)"
-120.16,48.223,721,"c(-120.16, 48.223)"
-119.788,48.353,721,"c(-119.788, 48.353)"
-119.776,48.364,721,"c(-119.776, 48.364)"
-120.036,48.007,721,"c(-120.036, 48.007)"
-120.091,48.091,721,"c(-120.091, 48.091)"
-120.111,48.108,721,"c(-120.111, 48.108)"
-119.803,48.3,721,"c(-119.803, 48.3)"
-119.706,48.333,721,"c(-119.706, 48.333)"
-120.607,48.346,721,"c(-120.607, 48.346)"
-120.615,48.021,721,"c(-120.615, 48.021)"
-120.112,48.057,721,"c(-120.112, 48.057)"
-120.103,48.079,721,"c(-120.103, 48.079)"
-120.109,48.098,721,"c(-120.109, 48.098)"
-120.167,48.141,721,"c(-120.167, 48.141)"
-120.067,48.266,721,"c(-120.067, 48.266)"
-120.058,48.287,721,"c(-120.058, 48.287)"
-120.126,48.522,721,"c(-120.126, 48.522)"
-120.077,48.042,721,"c(-120.077, 48.042)"
-120.126,48.106,721,"c(-120.126, 48.106)"
-120.19,48.169,721,"c(-120.19, 48.169)"
-120.21,48.186,721,"c(-120.21, 48.186)"
-119.894,48.248,721,"c(-119.894, 48.248)"
-120.032,48.25,721,"c(-120.032, 48.25)"
-119.856,48.324,721,"c(-119.856, 48.324)"
-119.987,48.408,721,"c(-119.987, 48.408)"
-119.995,48.437,721,"c(-119.995, 48.437)"
-120.816,47.739,721,"c(-120.816, 47.739)"
-120.773,47.745,721,"c(-120.773, 47.745)"
-120.245,48.202,721,"c(-120.245, 48.202)"
-120.251,48.222,721,"c(-120.251, 48.222)"
-119.888,48.33,721,"c(-119.888, 48.33)"
-119.849,48.355,721,"c(-119.849, 48.355)"
-119.835,48.357,721,"c(-119.835, 48.357)"
-119.273,48.741,721,"c(-119.273, 48.741)"
-119.335,48.743,721,"c(-119.335, 48.743)"
-119.244,48.744,721,"c(-119.244, 48.744)"
-119.279,48.76,721,"c(-119.279, 48.76)"
-119.306,48.747,721,"c(-119.306, 48.747)"
-120.776,47.704,721,"c(-120.776, 47.704)"
-120.747,47.708,721,"c(-120.747, 47.708)"
-120.793,47.712,721,"c(-120.793, 47.712)"
-120.764,47.716,721,"c(-120.764, 47.716)"
-120.796,47.722,721,"c(-120.796, 47.722)"
-120.624,47.999,721,"c(-120.624, 47.999)"
-120.594,48.003,721,"c(-120.594, 48.003)"
-120.025,48.018,721,"c(-120.025, 48.018)"
-120.01,48.02,721,"c(-120.01, 48.02)"
-120.086,48.02,721,"c(-120.086, 48.02)"
-120.057,48.024,721,"c(-120.057, 48.024)"
-120.618,48.03,721,"c(-120.618, 48.03)"
-120.074,48.032,721,"c(-120.074, 48.032)"
