X,Y
-120.3284543,47.3595651
-120.3285008,47.3594226
-120.3282049,47.3598914
-120.3281281,47.3600241
-120.3282667,47.3600609
-120.3283435,47.3599282
-120.3285411,47.3602797
-120.3284476,47.3602872
-120.3284436,47.3602644
-120.3283666,47.3602706
-120.3283715,47.360299
-120.3283214,47.360303
-120.3283026,47.3603502
-120.3283482,47.3603775
-120.3284084,47.360369
-120.3284173,47.3603982
-120.3285253,47.3603829
-120.3285162,47.3603711
-120.3285548,47.3603575
-120.3265334,47.3604082
-120.3264954,47.3604724
-120.3267933,47.3605535
-120.3268313,47.3604893
-120.3266353,47.3603746
-120.3265595,47.3603513
-120.3266028,47.3602866
-120.3266786,47.3603099
-120.3238608,47.3625791
-120.3239558,47.3626222
-120.3239119,47.3626667
-120.3239119,47.3626903
-120.3238743,47.3627067
-120.3238333,47.3627482
-120.3237369,47.3627045
-120.3234846,47.3642776
-120.323351,47.3642716
-120.3233623,47.3641561
-120.3234959,47.3641621
-120.3228028,47.3661176
-120.3227384,47.3662603
-120.3229034,47.366292
-120.322902,47.3662584
-120.3229315,47.3662221
-120.3229208,47.3662185
-120.322953,47.3661449
-120.3228926,47.3666172
-120.3229034,47.3665709
-120.3229223,47.3665372
-120.3228194,47.3665106
-120.3227862,47.3665694
-120.3227038,47.3665481
-120.322677,47.3665955
-120.3226376,47.3665853
-120.3225862,47.3666764
-120.3226526,47.3666935
-120.3226821,47.3667117
-120.3227468,47.3667289
-120.3227796,47.3666721
-120.3227602,47.3666669
-120.3227683,47.3666529
-120.3228155,47.3666654
-120.3228387,47.3666253
-120.3228106,47.3666179
-120.3228218,47.3665985
-120.3223148,47.3674014
-120.322169,47.3673736
-120.3222606,47.3671536
-120.3224064,47.3671815
-120.3234139,47.3691696
-120.3234133,47.3692495
-120.3235325,47.36925
-120.3235331,47.3691701
-119.7241026,47.2494923
-119.7240703,47.2493268
-119.7228834,47.2494335
-119.7229157,47.249599
-119.7220335,47.2497014
-119.7219668,47.2493526
-119.7207535,47.2494595
-119.7208202,47.2498083
-119.7227646,47.2496287
-119.7223133,47.2496633
-119.7222674,47.2493879
-119.7225182,47.2493687
-119.722535,47.2494691
-119.7227354,47.2494537
-119.5846467,47.273841
-119.584648,47.2737251
-119.5847522,47.2737257
-119.5847509,47.2738416
-119.575062,47.2857443
-119.575104,47.2856819
-119.5752613,47.2857307
-119.5752193,47.285793
-119.5746407,47.2863239
-119.5748253,47.2864635
-119.5749309,47.2863993
-119.5747464,47.2862596
-120.2145213,47.3742421
-120.2145533,47.3741384
-120.2149743,47.374198
-120.2149423,47.3743017
-120.2331785,47.3768181
-120.2331313,47.3766583
-120.2333828,47.3766242
-120.23343,47.3767841
-120.2312023,47.3765763
-120.2311396,47.3763811
-120.2313006,47.3763574
-120.2313633,47.3765526
-120.2507687,47.3776285
-120.2508587,47.3775468
-120.2510777,47.3776573
-120.2509877,47.3777391
-120.2910338,47.3953055
-120.2911709,47.3953538
-120.2912341,47.3952717
-120.2913713,47.39532
-120.2914666,47.395196
-120.2913141,47.3951423
-120.2912631,47.3952086
-120.2911413,47.3951657
-120.1964389,47.7521651
-120.1962324,47.7522288
-120.1964825,47.7522289
-120.196276,47.7522927
-119.5628356,47.3104624
-119.5625958,47.3103861
-119.5626492,47.3103089
-119.5627098,47.3103282
-119.5627523,47.3102668
-119.5628675,47.3103034
-119.5628227,47.3103681
-119.5628868,47.3103884
-119.538572,47.3503843
-119.5385734,47.3503561
-119.5386069,47.3503561
-119.5386069,47.3503852
-121.1447748,48.9216281
-120.8785777,47.2703323
-120.8785403,47.2703652
-120.8784671,47.2703268
-120.8785046,47.2702939
-120.8785766,47.2707635
-120.878649,47.2706976
-120.8785392,47.270642
-120.8784668,47.2707079
-120.3384956,48.5493917
-120.3384956,48.549205
-120.3382757,48.5492069
-120.3382757,48.5493917
-120.2385658,48.9611874
-120.238494,48.9612223
-120.2386126,48.9612428
-120.238547,48.9612674
-119.3565358,47.6025375
-119.3975184,47.5914904
-119.3969769,47.5910799
-119.3962407,47.5909653
-119.3982297,47.5914737
-119.3992879,47.5914594
-119.3999958,47.5915405
-119.4010824,47.5917281
-119.4011515,47.591613099999996
-119.4009774,47.5915655
-119.4009083,47.5916805
-119.4007941,47.5916931
-119.4007699,47.5915574
-119.4005895,47.591572
-119.4006137,47.5917077
-119.3963256,47.5917434
-119.3973237,47.592617
-119.398173,47.5919331
-119.4001123,47.5919526
-119.4012437,47.5917676
-119.4013262,47.5916731
-119.4014723,47.5917311
-119.4013898,47.5918256
-119.3982519,47.5923431
-120.2567803,48.4772405
-120.7755847,48.2000841
-120.775531,48.1999786
-120.7751501,48.2000429
-120.7752172,48.2001502
-120.7750431,48.2006786
-120.7749435,48.2005766
-120.7748441,48.2006198
-120.7749437,48.2007217
-120.7750462,48.2005376
-120.775098,48.2004588
-120.7752308,48.2004976
-120.7751789,48.2005764
-120.7752421,48.2003814
-120.7752049,48.2002961
-120.7750827,48.2003197
-120.77511990000001,48.2004051
-120.774777,48.2006506
-120.7746558,48.2006321
-120.7746163,48.2007471
-120.7747376,48.2007656
-120.7746108,48.2006009
-120.7745459,48.2005132
-120.774377,48.2005687
-120.7744419,48.2006564
-120.7745834,48.2004442
-120.7745132,48.2003505
-120.7743424,48.2004073
-120.7744126,48.200501
-120.7749972,48.2002819
-120.7748646,48.2002343
-120.774926,48.2001584
-120.7750586,48.2002061
-120.7747991,48.2001938
-120.7746644,48.2002218
-120.774625,48.2001376
-120.7747597,48.2001096
-120.774486,48.2002754
-120.7744123,48.2001942
-120.7742817,48.2002468
-120.7743553,48.2003281
-120.7743942,48.2001222
-120.7743148,48.2000362
-120.774167,48.2000967
-120.7742464,48.2001828
-120.774269,48.1999744
-120.7741897,48.1998908
-120.7740645,48.1999435
-120.7741437,48.2000272
-120.7741304,48.1998353
-120.7740644,48.1997415
-120.7739007,48.1997927
-120.7739667,48.1998865
-120.7739943,48.1996746
-120.7738394,48.199737
-120.7737511,48.1996398
-120.7739059,48.1995773
-120.7737455,48.1995649
-120.7735645,48.1995718
-120.7735565,48.1994787
-120.7737375,48.1994718
-120.6146524,48.2373425
-120.614599,48.2373869
-120.6144938,48.2373309
-120.6145103,48.2373172
-120.6144649,48.237293
-120.6145305,48.2372384
-120.6146373,48.2372953
-120.6146086,48.2373192
-120.6135854,48.2372505
-120.6135209,48.2372405
-120.6135405,48.2371845
-120.613605,48.2371945
-119.9991848,47.8048927
-119.9989933,47.8049512
-119.9989527,47.8048913
-119.9991443,47.8048328
-119.9983643,47.8050735
-119.998185,47.8049853
-119.9982146,47.8049581
-119.9984048,47.8050517
-120.1179722,47.7779572
-120.1178375,47.7779868
-120.1178034,47.7779168
-120.117938,47.7778872
-120.1156526,47.7774751
-120.1154893,47.7774559
-120.1154637,47.7775543
-120.1155265,47.7775617
-120.1155333,47.7775358
-120.1156337,47.7775476
-120.1125121,47.7807193
-120.1123314,47.7807262
-120.112323,47.7806279
-120.1125037,47.7806209
-120.0623873,47.7717365
-120.0622135,47.7717777
-120.062165,47.7716852
-120.0623389,47.7716441
-120.1254575,48.3659351
-120.1252524,48.3659252
-120.1252604,48.3658521
-120.1254655,48.3658619
-120.1256494,48.3659626
-120.1255394,48.3659608
-120.1255394,48.3658539
-120.1256467,48.3658521
-120.12621,48.3660838
-120.1261134,48.366082
-120.1261134,48.3660214
-120.1262073,48.3660214
-120.1252658,48.3653051
-120.1252739,48.365387
-120.1252283,48.3654013
-120.1252256,48.3654262
-120.1251612,48.3654262
-120.1251612,48.3654102
-120.1251425,48.3654084
-120.1251425,48.3653959
-120.1251156,48.3653995
-120.1251103,48.3653033
-120.1275648,48.3662058
-120.1275206,48.3663167
-120.1273823,48.3662924
-120.1274265,48.3661815
-120.1282401,48.3663651
-120.128204,48.3664476
-120.1280299,48.3664139
-120.1280661,48.3663314
-120.1282288,48.366391
-120.128169,48.3663513
-120.1294313,48.365861
-120.1294313,48.3659216
-120.1293187,48.3659181
-120.129316,48.3659002
-120.1292221,48.3659038
-120.1292221,48.3658557
-120.1292623,48.3658557
-120.1292623,48.3658379
-120.129383,48.3658343
-120.129383,48.365861
-120.1292302,48.3653977
-120.1292302,48.3654744
-120.1290826,48.3654744
-120.1290826,48.365387
-120.1291175,48.3653888
-120.1291095,48.3653567
-120.1291926,48.365355
-120.1292006,48.3653959
-120.130177,48.3654013
-120.130177,48.3655082
-120.1300938,48.36551
-120.1300965,48.3655349
-120.1300134,48.3655332
-120.130008,48.3653959
-120.1298927,48.3655545
-120.12989,48.3655831
-120.1298685,48.3655831
-120.1298632,48.3656686
-120.1297988,48.3656686
-120.1298015,48.3655545
-120.1291658,48.3654744
-120.1291041,48.3654744
-120.1305418,48.3654173
-120.1305391,48.3654779
-120.1304157,48.3654779
-120.1304103,48.3654138
-120.1307107,48.3657719
-120.1306651,48.3658432
-120.1305981,48.3658325
-120.1306169,48.3657987
-120.1305793,48.3657898
-120.1305927,48.3657452
-120.1971264,48.4802078
-120.1971518,48.4802897
-120.196964,48.4803153
-120.1969386,48.4802334
-120.1930484,48.3762255
-120.1930466,48.3763259
-120.1928573,48.3763244
-120.1928586,48.3762507
-120.1929585,48.3762515
-120.192959,48.3762248
-120.1915303,48.3769169
-120.1915588,48.3768626
-120.19152390000001,48.3768181
-120.1914086,48.376811
-120.1913711,48.3768341
-120.1913898,48.3768608
-120.1914113,48.3769161
-120.1906856,48.3749015
-120.1906721,48.3750516
-120.1905857,48.3750482
-120.1905887,48.3750143
-120.1904489,48.3750087
-120.1904572,48.3749162
-120.1905455,48.3749198
-120.1905477,48.374896
-120.1903034,48.3739431
-120.1902051,48.3740143
-120.1901292,48.3739609
-120.1902141,48.3738956
-120.1901881,48.3740024
-120.1894099,48.3739698
-120.1892848,48.3739698
-120.1892848,48.3738482
-120.1892357,48.3738422
-120.1892401,48.3737947
-120.1894322,48.3737918
-120.1894322,48.3738719
-120.1893965,48.3738778
-120.1884941,48.3738214
-120.1884807,48.3738956
-120.1882573,48.3738749
-120.1882662,48.3738007
-120.1877748,48.3737235
-120.1876095,48.3737294
-120.1876095,48.3736968
-120.1873995,48.3736909
-120.1873906,48.373587
-120.1877659,48.3735929
-120.1794944,48.3744636
-120.179497,48.3745789
-120.1793981,48.3745799
-120.1793955,48.3744646
-120.1874252,48.3749555
-120.1874198,48.375066
-120.1870926,48.3750553
-120.1870926,48.3749484
-120.1775355,48.3772218
-120.1773797,48.3772299
-120.1773708,48.3771552
-120.1775266,48.3771471
-120.1746391,48.3769054
-120.1744832,48.3769064
-120.1744823,48.3768419
-120.1744173,48.3768423
-120.1744158,48.3767318
-120.1746816,48.3767302
-120.1746831,48.3768394
-120.1746382,48.3768397
-120.1752447,48.3774559
-120.1751704,48.3775281
-120.1750286,48.3774637
-120.1750532,48.3774398
-120.1750042,48.3774176
-120.1750538,48.3773693
-120.1722406,48.3760759
-120.1721482,48.3761517
-120.1719511,48.3760457
-120.1720435,48.3759699
-120.1739674,48.3740346
-120.1739673,48.3741246
-120.1738091,48.3741245
-120.1738091,48.3741584
-120.1736656,48.3741584
-120.1736657,48.3740346
-120.1672857,48.3742197
-120.1672369,48.3742925
-120.1670548,48.3742386
-120.1671344,48.37412
-120.1672318,48.3741488
-120.1672011,48.3741947
-120.1658083,48.3728759
-120.165798,48.3729404
-120.1656871,48.3729326
-120.1656721,48.3730265
-120.1654988,48.3730143
-120.1655241,48.3728558
-120.1647658,48.3730667
-120.1647461,48.3731664
-120.1644577,48.3731413
-120.1644775,48.3730415
-120.1611047,48.3725591
-120.1610692,48.3726469
-120.1608973,48.3726162
-120.1609328,48.3725284
-120.1582976,48.3713574
-120.1582945,48.3714209
-120.1581433,48.3714148
-120.1581464,48.3713512
-120.1804037,48.3708734
-120.1802569,48.3709204
-120.180197,48.3708518
-120.1803493,48.3708084
-120.1537994,48.3729833
-120.1536517,48.3730594
-120.1535587,48.3730732
-120.1534648,48.3729928
-120.1536807,48.3728816
-119.4927224,48.4980569
-119.4927224,48.4981414
-119.4924342,48.4981414
-119.4924219,48.498046
-119.4943319,48.4975611
-119.4943691,48.4976079
-119.4942242,48.4976719
-119.4940904,48.4975365
-119.4941945,48.4974922
-119.4942725,48.4975784
-119.4928979,48.497118
-119.4929276,48.4971919
-119.4928942,48.4972042
-119.492909,48.4972534
-119.4927938,48.4972657
-119.4927716,48.4971426
-119.5027516,48.5190981
-119.5026324,48.5191198
-119.5025667,48.5189865
-119.5027351,48.5189538
-119.5027721,48.5190055
-119.5027228,48.5190273
-119.5010194,48.5053418
-119.5010687,48.5054397
-119.5010391,48.5054419
-119.5010588,48.5054788
-119.5009144,48.505518
-119.5009045,48.5054941
-119.5007995,48.505518
-119.5007765,48.5054767
-119.5008224,48.5054288
-119.5009374,48.505394
-119.5009144,48.5053614
-119.5020154,48.5114642
-119.5018244,48.5115816
-119.5017062,48.5115003
-119.5019063,48.5113798
-119.5029612,48.5113888
-119.5028157,48.5113768
-119.502843,48.5112382
-119.5029794,48.5112412
-119.5039485,48.5156122
-119.5038074,48.5156062
-119.5038028,48.5155579
-119.5037664,48.5155579
-119.5037527,48.5155097
-119.5037983,48.5155097
-119.503771,48.5154312
-119.5039075,48.5154252
-119.5053462,48.5168818
-119.5050457,48.5169241
-119.5050002,48.5168457
-119.5052825,48.5167733
-119.488114,48.5394688
-119.4880003,48.5395804
-119.487816,48.5395363
-119.4879376,48.5394116
-119.486714,48.5404424
-119.4867297,48.5405774
-119.4865415,48.5405826
-119.4865337,48.540509900000004
-119.4865925,48.5405125
-119.4865846,48.5404424
-119.4857406,48.5465786
-119.4856494,48.54671
-119.485467,48.546678
-119.4854348,48.5467277
-119.485349,48.5467135
-119.4854456,48.5464934
-119.4855958,48.5465182
-119.4855797,48.5465502
-119.4898759,48.5456272
-119.4898812,48.5457574
-119.4897856,48.5457574
-119.4897697,48.5456413
-119.4834361,48.561487
-119.4834408,48.5615429
-119.4832344,48.5615522
-119.4832438,48.5614839
-119.4833048,48.5614777
-119.4753729,48.6093131
-119.4752081,48.6092798
-119.4752474,48.6091946
-119.4754122,48.6092278
-119.4754271,48.6091675
-119.4752463,48.6091349
-119.4753057,48.6089906
-119.4754492,48.609114
-119.5014216,48.533775
-119.5014735,48.5338546
-119.5012468,48.5339088
-119.5010474,48.5338474
-119.5011075,48.5337913
-119.5012277,48.5338202
-119.5049407,48.5335884
-119.5049014,48.5336317
-119.5047051,48.5335768
-119.5047574,48.5334901
-119.5049276,48.5335277
-119.504884,48.5335652
-119.50266740000001,48.5368214
-119.5024972,48.5367838
-119.5025714,48.5366625
-119.5027459,48.5366914
-119.4964757,48.5466695
-119.4964398,48.5468159
-119.4963083,48.5468119
-119.4963083,48.5467724
-119.4961111,48.5467605
-119.496129,48.5466378
-119.4986692,48.5490396
-119.4986932,48.5491306
-119.4984481,48.5491701
-119.4984421,48.5490871
-119.6236575,48.4099051
-119.623568,48.4100605
-119.6234407,48.4100308
-119.6234889,48.4099599
-119.6234303,48.4099554
-119.6234682,48.4098937
-119.623513,48.4099005
-119.6235439,48.4098685
-119.6363946,48.4250593
-119.6360848,48.4251712
-119.636026,48.4250983
-119.6361123,48.4250671
-119.6360691,48.4249994
-119.6362221,48.4249578
-119.6362731,48.425002
-119.6363397,48.424989
-119.6337044,48.4259987
-119.6335201,48.4260664
-119.633477,48.4260221
-119.6334339,48.4260299
-119.6334103,48.4259857
-119.6334731,48.4259623
-119.6334378,48.4259285
-119.6336064,48.4258712
-119.6335425,48.4260582
-119.6330966,48.4255745
-119.6330182,48.4256734
-119.6327162,48.425585
-119.6327201,48.4255537
-119.6326731,48.4255381
-119.6327084,48.4254861
-119.6328456,48.4255251
-119.6328927,48.4254861
-119.6330025,48.4255199
-119.6329829,48.4255459
-119.6313986,48.4251946
-119.6313554,48.4252987
-119.6311005,48.4252545
-119.6311437,48.425179
-119.631226,48.4251842
-119.6312417,48.4251296
-119.631379,48.4251608
-119.6313594,48.4251868
-119.629815,48.4349701
-119.6296848,48.4350702
-119.6295455,48.4349906
-119.6296756,48.4348904
-119.6180612,48.4632826
-119.617914,48.4634034
-119.6177983,48.4633407
-119.617921,48.4632082
-119.6108539,48.459883
-119.6108761,48.4599488
-119.6105484,48.4599975
-119.6105262,48.4599317
-119.5974433,48.4656075
-119.5974445,48.4657079
-119.5973292,48.4657085
-119.5973298,48.4657636
-119.5972023,48.4657643
-119.5972004,48.4656088
-119.5917033,48.4667132
-119.5915893,48.4667037
-119.5916416,48.4665211
-119.5917389,48.4665353
-119.5957088,48.4696048
-119.5956595,48.4697771
-119.5955027,48.4697414
-119.595561,48.4695721
-119.593174,48.4691357
-119.5930411,48.4690965
-119.5931327,48.46896
-119.5932656,48.4689993
-119.5867567,48.4723122
-119.5866742,48.4723548
-119.5865048,48.4722211
-119.5865872,48.4721756
-119.5875811,48.4726038
-119.5874941,48.4726766
-119.5872926,48.4725734
-119.5874025,48.4724853
-119.5903463,48.4739587
-119.5901741,48.4739856
-119.5901369,48.4738983
-119.5900154,48.4738782
-119.5900424,48.4738289
-119.590272,48.4737953
-119.59047,48.4748704
-119.5903574,48.4749284
-119.590201,48.4747791
-119.5903168,48.4747314
-119.60465430000001,48.4907407
-119.6045435,48.4907733
-119.6044143,48.4905816
-119.6045189,48.4905245
-119.603845,48.4922137
-119.6036398,48.4922893
-119.6035557,48.4921818
-119.6036648,48.4921361
-119.6037219,48.4922011
