X,Y
-119.603828,48.4921712
-119.4852808,48.4009754
-119.4850703,48.4010938
-119.4849456,48.4009932
-119.485144,48.4008784
-119.4850842,48.4009109
-119.4851749,48.4010297
-119.4577379,48.3929853
-119.4577298,48.3931284
-119.4575712,48.393123
-119.4575834,48.3929772
-119.4313572,48.3869993
-119.4312864,48.3871685
-119.4309466,48.3871262
-119.4310103,48.3869523
-119.4259668,48.3843966
-119.4258343,48.3845009
-119.425671,48.3844109
-119.4257942,48.3843004
-119.4237546,48.386142
-119.4235882,48.3860847
-119.4236591,48.3859824
-119.4238378,48.3860376
-119.3834529,48.3824583
-119.3834295,48.3825095
-119.3832567,48.3824785
-119.3832847,48.3824211
-119.3861098,48.3786345
-119.3861005,48.378745
-119.3859496,48.3787348
-119.3859526,48.3787103
-119.3858818,48.3787062
-119.3858941,48.3786243
-119.3790647,48.3772528
-119.3790576,48.3774761
-119.3788948,48.3774785
-119.3788948,48.3774455
-119.3787639,48.3774502
-119.3787674,48.3772481
-119.3809423,48.3733735
-119.3807944,48.3733776
-119.3807944,48.373265
-119.3809392,48.3732609
-119.3645378,48.3738074
-119.3645405,48.3738929
-119.3643501,48.3738894
-119.3643474,48.3738056
-119.3561883,48.3760187
-119.3561523,48.3760881
-119.3560166,48.3760571
-119.3559982,48.3760925
-119.355899,48.3760698
-119.3559534,48.375965
-119.3481335,48.3726394
-119.3481008,48.3727201
-119.3478696,48.372681300000004
-119.3479047,48.3725991
-119.3135981,48.3684981
-119.3135697,48.3685872
-119.3132282,48.3685494
-119.3132526,48.3684657
-119.3042842,48.3688087
-119.3042679,48.3689302
-119.3040728,48.368914
-119.304089,48.3687871
-119.3042134,48.3689257
-119.3412602,48.3689253
-119.340952,48.3690308
-119.3408913,48.3689594
-119.3412088,48.3688508
-119.3640228,48.3777621
-119.3641115,48.3778769
-119.3638313,48.3779389
-119.3637706,48.3778242
-119.220342,48.3605365
-119.2202743,48.3606491
-119.2201387,48.3606184
-119.2202065,48.3604997
-119.2198614,48.360471
-119.2198337,48.3605447
-119.2196919,48.360514
-119.2197227,48.3604383
-119.2093277,48.3533612
-119.2092504,48.3534463
-119.2091488,48.353399
-119.209224,48.3533125
-119.2060869,48.3560238
-119.2060686,48.3561414
-119.2060625,48.3562129
-119.2059263,48.3562048
-119.2059304,48.3561359
-119.2059385,48.356063
-119.205967,48.356063
-119.2059711,48.3560117
-119.5494762,48.4723379
-119.5492133,48.4723663
-119.5491597,48.4721209
-119.5494226,48.4720854
-119.5464799,48.4761164
-119.5463055,48.4763031
-119.5459622,48.4761662
-119.5460749,48.476056
-119.5462894,48.4761502
-119.5463645,48.4760702
-119.5455422,48.474453
-119.5454953,48.474573
-119.5453612,48.4745579
-119.5453987,48.474437
-119.5503627,48.4317478
-119.55036,48.4318421
-119.5501938,48.4318421
-119.5501938,48.4318617
-119.5500945,48.4318617
-119.5500945,48.4317442
-119.5487281,48.4295825
-119.5487324,48.429705
-119.5484868,48.4297089
-119.5484855,48.4296723
-119.5484113,48.4296735
-119.5484089,48.4296059
-119.548503,48.4296044
-119.5485011,48.4295513
-119.5486802,48.4295485
-119.5486815,48.4295832
-119.5530775,48.4264403
-119.5530755,48.4265014
-119.5530159,48.4265005
-119.5530136,48.4265703
-119.5528889,48.4265685
-119.5528907,48.4265146
-119.552861,48.4265142
-119.5528635,48.4264366
-119.5528383,48.4264363
-119.5528417,48.4263354
-119.5530535,48.4263385
-119.5530502,48.4264399
-119.555235,48.4260486
-119.555235,48.4261714
-119.5550311,48.4261696
-119.5550365,48.4260486
-119.5538268,48.4235443
-119.5537544,48.42366
-119.5536471,48.423635
-119.5536203,48.4236849
-119.5534862,48.4236475
-119.5535935,48.4234802
-119.5527861,48.4233111
-119.5526359,48.4233591
-119.5526788,48.4234357
-119.5525715,48.4234731
-119.5524884,48.423336
-119.552593,48.4233004
-119.5525635,48.4232559
-119.5527164,48.4232114
-119.5527083,48.4246211
-119.5526118,48.4246176
-119.5526118,48.4245731
-119.552542,48.4245731
-119.552534,48.4244627
-119.5527003,48.4244645
-119.5511527,48.4239697
-119.5509488,48.4240231
-119.5509086,48.4239519
-119.5509461,48.423943
-119.5508576,48.4238255
-119.5510266,48.4237774
-119.5505518,48.4244413
-119.5505492,48.4245214
-119.5503695,48.4245214
-119.5503695,48.4244431
-119.5528033,48.4307895
-119.552475,48.4307823
-119.5524803,48.4306756
-119.5526717,48.4306797
-119.5526704,48.4307062
-119.5528073,48.4307092
-119.546991,48.4327748
-119.5468213,48.4327759
-119.5468199,48.4326858
-119.5467847,48.432686
-119.5467825,48.4325493
-119.5469874,48.4325479
-119.538608,48.4315444
-119.538608,48.4316174
-119.5384176,48.431612
-119.5384202,48.4315391
-119.5370309,48.4320125
-119.5368136,48.4320142
-119.5368082,48.4319359
-119.5369021,48.4319359
-119.5369075,48.4318078
-119.5370389,48.4318114
-119.5363377,48.4317447
-119.5363344,48.4318513
-119.5361194,48.4318483
-119.5361233,48.43172
-119.5362145,48.4317212
-119.5362138,48.431743
-119.5359832,48.4318292
-119.5360334,48.4319098
-119.5357987,48.4319742
-119.5357485,48.4318936
-119.5337103,48.4319181
-119.5337076,48.432016
-119.5334233,48.432016
-119.5334185,48.4319232
-119.5334185,48.4319967
-119.5332543,48.4327403
-119.5330907,48.4327403
-119.533088,48.4326371
-119.5331551,48.4326389
-119.5331551,48.4325677
-119.5332758,48.4325695
-119.5332784,48.4326478
-119.5332516,48.4326478
-119.5326769,48.4317051
-119.5326787,48.4317889
-119.5325568,48.4317901
-119.5325563,48.4317673
-119.5323307,48.4317694
-119.532328,48.431647
-119.5325804,48.4316446
-119.5325817,48.431706
-119.5263925,48.4315372
-119.5263909,48.4316316
-119.5263202,48.431631
-119.5263206,48.4316057
-119.5261849,48.4316046
-119.5261861,48.4315357
-119.5256374,48.4316421
-119.5256288,48.4317678
-119.5253734,48.4317602
-119.5253848,48.4316345
-119.5256282,48.4317513
-119.5256379,48.4316764
-119.5240953,48.4315913
-119.5240891,48.4316851
-119.5239779,48.4316818
-119.5239757,48.4317163
-119.5238488,48.4317126
-119.5238573,48.4315843
-119.5217722,48.4320236
-119.5217902,48.4321112
-119.5213884,48.4321474
-119.5213705,48.4320598
-119.5450197,48.4308725
-119.5450197,48.4309543
-119.5447917,48.4309579
-119.5447944,48.4308707
-119.5210394,48.4328193
-119.5209889,48.4328942
-119.5208138,48.4328421
-119.5208456,48.432795
-119.5207842,48.4327768
-119.5208223,48.4327202
-119.5209777,48.4327663
-119.5209582,48.4327952
-120.1612998,48.3706071
-120.161078,48.3705631
-120.161162,48.370392
-120.1613767,48.3704324
-120.1657247,48.3666244
-120.165682,48.3667204
-120.1654571,48.3666762
-120.1655283,48.366516
-120.1656373,48.3665374
-120.1656087,48.3666017
-120.1722208,48.363991
-120.1720732,48.3641559
-120.1719738,48.3641167
-120.1719551,48.3641376
-120.171808,48.3640795
-120.1718975,48.3639796
-120.1719929,48.3640172
-120.1720697,48.3639314
-120.1757231,48.3643766
-120.1756534,48.3644503
-120.17562,48.3644364
-120.1755852,48.3644732
-120.1754675,48.3644242
-120.1755197,48.3643688
-120.1754601,48.364344
-120.1755024,48.3642992
-120.1755709,48.3643278
-120.1756134,48.3642828
-120.175715,48.3643252
-120.1756825,48.3643596
-120.1787589,48.3621688
-120.1785935,48.3622179
-120.1785372,48.3621361
-120.1786991,48.3620846
-120.2022813,48.3657508
-120.202051,48.3657062
-120.2020735,48.3656549
-120.2021423,48.3656683
-120.2021612,48.3656251
-120.2023227,48.3656564
-120.2049387,48.3658841
-120.2048017,48.3658681
-120.2047913,48.3659075
-120.204663,48.3658925
-120.2047218,48.3656705
-120.2048505,48.3656856
-120.2048313,48.3657582
-120.2049678,48.3657741
-120.2047147,48.3725664
-120.2045996,48.3725454
-120.2046173,48.3725027
-120.2045775,48.3724954
-120.2046048,48.3724291
-120.2046471,48.3724368
-120.2046735,48.3723727
-120.2047273,48.3723825
-120.2047495,48.3723289
-120.2048101,48.37234
-120.2047905,48.3723873
-120.2048183,48.3723924
-120.2047992,48.3724389
-120.2047745,48.3724344
-120.2047595,48.3724707
-120.2047914,48.3724765
-120.2047804,48.372503
-120.2047437,48.3724963
-120.2062915,48.3624407
-120.206219,48.362533
-120.2061684,48.3625154
-120.2061374,48.3625548
-120.2060359,48.3625196
-120.2060053,48.3625586
-120.2058924,48.3625194
-120.2059571,48.362438
-120.2059937,48.3624529
-120.2060649,48.3623622
-120.2059329,48.3598999
-120.205894,48.3599761
-120.2057696,48.359948
-120.2057525,48.3599815
-120.2056607,48.3599608
-120.2056828,48.3599175
-120.2056507,48.3599102
-120.2056783,48.3598563
-120.2057015,48.3598616
-120.2057177,48.3598299
-120.2058475,48.3598592
-120.2058377,48.3598784
-120.206123,48.3558378
-120.2059325,48.3558567
-120.205894,48.3556855
-120.2061589,48.3556592
-120.206136,48.3555573
-120.2063521,48.3555358
-120.2063934,48.3557196
-120.206103,48.3557485
-119.5129332,48.5019931
-119.5128329,48.5020415
-119.5127673,48.5019818
-119.5126475,48.5020395
-119.512577,48.5019754
-119.5127971,48.5018692
-119.5135112,48.591117
-119.5133447,48.5911075
-119.5133628,48.5909926
-119.5135292,48.5910021
-119.5436205,48.5766643
-119.5434351,48.5767001
-119.5433927,48.5766038
-119.5435781,48.5765681
-119.6162814,48.3196588
-119.6161533,48.3196629
-119.6161467,48.3195708
-119.6162747,48.3195667
-119.6213113,48.3194426
-119.6213084,48.3195213
-119.6210817,48.3195177
-119.6210845,48.319439
-119.6206164,48.3191343
-119.6204829,48.3191331
-119.6204861,48.3189769
-119.6206196,48.3189781
-119.6250697,48.3144277
-119.6248865,48.3144269
-119.624887,48.3143748
-119.6246977,48.314374
-119.6246985,48.3142932
-119.6248902,48.3142941
-119.6248904,48.3142728
-119.6250712,48.3142736
-119.6286102,48.3108263
-119.6283775,48.310918
-119.6282928,48.310823
-119.6285255,48.3107313
-119.6348811,48.3087585
-119.6346694,48.3088363
-119.6347531,48.3089372
-119.6346487,48.3089756
-119.6344656,48.3087549
-119.6347818,48.3086388
-119.6362101,48.3082
-119.6360659,48.3082602
-119.6360114,48.3082024
-119.6359502,48.308228
-119.6359116,48.3081871
-119.636063,48.3081239
-119.6360859,48.3081482
-119.6361398,48.3081256
-119.6416778,48.3104889
-119.6413682,48.3105743
-119.6413009,48.3104664
-119.6416104,48.310381
-120.17464,48.4840042
-120.1745272,48.4840063
-120.174645,48.4841204
-120.1745323,48.4841226
-120.7562276,47.7642199
-120.6736865,47.5764594
-120.6739154,47.5764964
-120.6739049,47.5765259
-120.6740414,47.576548
-120.6736469,47.5765712
-120.6737318,47.5765849
-120.6738797,47.5766121
-120.6737198,47.5766188
-120.674011,47.5766333
-120.6738688,47.5766429
-120.6734376,47.576682
-120.6737363,47.5767219
-120.6734143,47.5767614
-120.6737129,47.5768013
-121.0644599,48.7315648
-121.0644259,48.7315513
-121.064402,48.7315776
-121.064436,48.731591
-121.0646036,48.7315854
-121.0645714,48.7315731
-121.0645512,48.7315961
-121.0645834,48.7316084
-120.275673,47.441043
-120.2757944,47.4410444
-120.2757937,47.4411061
-120.2758554,47.441107
-120.2758548,47.4411727
-120.2758856,47.4411732
-120.2758856,47.4412154
-120.2758507,47.4412154
-120.2758514,47.4412517
-120.2757136,47.441249
-120.2757139,47.4412104
-120.2756932,47.4412099
-120.2756791,47.4412004
-120.2756777,47.4411741
-120.2756865,47.4411678
-120.2756865,47.4411464
-120.275673,47.4411378
-120.1815909,48.4700221
-119.0317591,47.4422852
-119.0315963,47.4422882
-119.0316026,47.4424454
-119.0317654,47.4424424
-119.0410906,47.443095
-119.040976,47.4430914
-119.0409645,47.4432607
-119.0410791,47.4432643
-119.3211604,47.4337827
-119.320904,47.4337865
-119.3209063,47.433859
-119.3211627,47.433855200000004
-119.4754203,48.6090113
-119.4753829,48.609102
-120.3331859,48.5551303
-120.3333317,48.5550406
-120.3332554,48.5549862
-120.3331096,48.5550759
-120.8791218,47.7855702
-120.8790774,47.7854592
-120.8789134,47.7854889
-120.8789578,47.7855998
-119.1229825,47.8628736
-119.1228323,47.8628142
-119.1227814,47.86287
-119.1229316,47.8629258
-119.1230871,47.8626667
-119.1229369,47.8626325
-119.1229048,47.8626883
-119.1230603,47.8627225
-119.1231998,47.8625461
-119.1230737,47.8624651
-119.123012,47.8625209
-119.1231435,47.8625839
-120.3098487,47.3925452
-120.3096575,47.3925157
-120.3096852,47.3924337
-120.3098763,47.3924632
-120.3099833,47.3924231
-120.3103061,47.3924531
-120.3102864,47.39255
-120.3099636,47.39252
-120.309526,47.3925076
-120.3092723,47.3924775
-120.3093003,47.3923695
-120.309554,47.3923997
-120.3091912,47.392528
-120.3092235,47.3923876
-120.3089676,47.3923606
-120.3089353,47.392501
-120.3089066,47.3924705
-120.308932,47.3923604
-120.3087092,47.3923368
-120.3086838,47.392447
-120.31051480000001,47.3926978
-120.3105282,47.3925436
-120.3103914,47.3925381
-120.310378,47.3926923
-120.3102792,47.3927749
-120.3102882,47.3926825
-120.3099968,47.3926695
-120.3099879,47.392761900000004
-120.309876,47.3927562
-120.3098802,47.3926427
-120.3096268,47.3926383
-120.3096226,47.3927519
-120.3094895,47.3927307
-120.3094984,47.3926326
-120.3092518,47.3926223
-120.3092429,47.3927204
-120.3092047,47.3927394
-120.3092064,47.3926104
-120.3089422,47.3926088
-120.3089406,47.3927378
-120.3088686,47.3927623
-120.3088961,47.3926632
-120.3086858,47.3926364
-120.3086583,47.3927355
-120.3089704,47.3931309
-120.3089686,47.3930456
-120.3087111,47.393048
-120.3087129,47.3931333
-120.3093361,47.3931407
-120.3093324,47.3930264
-120.3090763,47.3930302
-120.3090801,47.3931445
-120.3096683,47.3930458
-120.3094218,47.3930399
-120.3094174,47.3931263
-120.3097397,47.3931112
-120.3099815,47.3931103
-120.3099808,47.393017
-120.309739,47.3930178
-120.3103151,47.3931264
-120.3103177,47.3930358
-120.3100719,47.3930325
-120.3100692,47.3931231
-120.310674,47.3931423
-120.3106825,47.3930179
-120.310423,47.3930097
-120.3104145,47.3931342
-120.3109888,47.3930592
-120.3110399,47.3930609
-120.3110374,47.3929733
-120.3108892,47.3929631
-120.3108507,47.3930112
-120.3107585,47.3930129
-120.3107324,47.3931216
-120.3109789,47.3931249
-120.3113237,47.3931224
-120.3113174,47.393028
-120.3112602,47.3930255
-120.3112639,47.3930095
-120.3112378,47.3930061
-120.3112116,47.3929825
-120.3111021,47.3929758
-120.3111071,47.3931216
-120.3117663,47.3931267
-120.3117748,47.3930375
-120.3115297,47.3930268
-120.3115212,47.393116
-120.3117705,47.3929103
-120.3118423,47.3928356
-120.3116642,47.3927571
-120.3115923,47.3928318
-120.3114953,47.3927845
-120.3115308,47.3927142
-120.3113492,47.3926722
-120.3113137,47.3927425
-120.3109365,47.3927559
-120.3111257,47.3927618
-120.3111332,47.3926008
-120.3110311,47.3925907
-120.3110125,47.3926623
-120.3109378,47.3926665
-120.3109518,47.3925069
-120.3110923,47.3924717
-120.3110392,47.3923749
-120.3108988,47.3924101
-120.3108775,47.3923314
-120.3109657,47.3922763
-120.3108724,47.3922189
-120.3108588,47.3922304
-120.3107673,47.3921787
-120.3106502,47.3922453
-120.3107452,47.3922912
-120.3107791,47.3922751
-120.3106435,47.392189
-120.3105858,47.3921821
-120.3105824,47.3922062
-120.310501,47.3921925
-120.3104942,47.3922223
-120.3103636,47.3921971
-120.310423,47.3920604
-120.3106791,47.3921018
-120.3103331,47.3921752
-120.3102721,47.3921649
-120.3102636,47.3921787
-120.3101822,47.3921695
-120.3101839,47.3921867
-120.310077,47.3921775
-120.310116,47.3920524
-120.3103569,47.3920788
-120.3100448,47.3921695
-120.309921,47.3921546
-120.3099329,47.392119
-120.3098243,47.3921041
-120.3098345,47.3920145
-120.3100702,47.3920513
-120.3097804,47.3921571
-120.3098275,47.3920024
-120.3096651,47.3919798
-120.309618,47.3921344
-120.3098504,47.3918647
-120.3099562,47.3918809
-120.3100012,47.391746500000004
-120.3098955,47.3917303
-120.3093369,47.3920687
-120.3093585,47.3919612
-120.309205,47.3919471
-120.3091835,47.3920546
-120.3090147,47.3920839
-120.3090443,47.392003
-120.3088394,47.3919687
-120.3088098,47.3920495
-120.3089617,47.3919176
-120.3090217,47.3917554
-120.3089057,47.3917357
-120.3088457,47.3918979
-120.3099047,47.3915338
-120.3099382,47.3914658
-120.3097309,47.391419
-120.3096974,47.391487
-120.309663,47.3914797
-120.3096962,47.3914082
-120.3095078,47.3913681
-120.3094746,47.3914397
-120.3091161,47.3917496
-120.309179,47.3916114
-120.3089763,47.3915691
-120.3089134,47.3917072
-120.309173,47.3915546
-120.309241,47.3914159
-120.3090804,47.3913799
-120.3090125,47.3915185
-120.309262,47.3913633
-120.3093217,47.3912363
-120.3091501,47.3911993
-120.3090903,47.3913263
-120.3093444,47.3911675
-120.309415,47.3910606
-120.3092556,47.3910123
-120.309185,47.3911193
-120.3094718,47.3909883
-120.3095634,47.3908775
-120.3094073,47.3908184
-120.3093157,47.3909292
-120.3095638,47.3908306
-120.30968,47.3906923
-120.3095471,47.3906411
-120.3094309,47.3907795
-120.3097245,47.3906456
-120.3098415,47.3904975
-120.3097287,47.3904567
-120.3096974,47.3904963
-120.3096469,47.390478
-120.3095612,47.3905865
-120.3098781,47.391197
-120.3099641,47.3910582
-120.3096956,47.3909819
-120.3096096,47.3911207
-120.3099197,47.3909179
-120.3100137,47.3907905
-120.3098321,47.3907291
-120.3097381,47.3908564
-120.3094515,47.3917925
-120.3095041,47.3916984
-120.3094787,47.3916926
-120.3095092,47.3916375
-120.3094244,47.3916157
-120.3093379,47.3917569
-119.132595,48.7106012
-119.1325362,48.7104192
-119.1323826,48.7104409
-119.1324415,48.7106228
-119.1277518,48.7161969
-119.1277632,48.7161439
-119.1275201,48.7161211
-119.1275087,48.7161741
-119.1236957,48.7101221
-119.1236486,48.7099973
-119.1235345,48.710016
-119.1235815,48.7101409
-119.1238742,48.7102443
-119.1238873,48.7101679
-119.1236905,48.7101532
-119.1236773,48.7102296
-119.1239944,48.7102351
-119.1240054,48.7102055
-119.1239322,48.7101936
-119.1239212,48.7102232
-119.124103,48.7102586
-119.1241114,48.7102168
-119.1240577,48.7102122
-119.1240494,48.710254
-119.1262603,48.7084319
-119.1262179,48.708375
-119.1261152,48.7084084
-119.1261627,48.7084721
-119.1262037,48.7084777
-119.1262361,48.7084672
-119.1262196,48.7084451
-119.1261862,48.7084645
-119.1299499,48.7195962
-119.1299402,48.719513
-119.1297991,48.7195202
-119.1298088,48.7196033
-119.1239212,48.721636
-119.1238183,48.7215296
-119.1236393,48.721605
-119.1237422,48.7217114
-119.1233681,48.7232443
-119.1233286,48.7230393
-119.1232183,48.7230485
-119.1232578,48.7232535
-119.0758827,48.725947
-119.0758749,48.7257926
-119.0757407,48.7257956
-119.0757486,48.72595
-119.0794574,48.7275097
-119.0793578,48.7274747
-119.0793277,48.7275118
-119.0794274,48.7275469
-119.0759156,48.7341351
-119.0759788,48.7340636
-119.0761427,48.7341265
-119.0760796,48.7341981
-120.2152787,47.6767313
-120.2151685,47.6767314
-120.2151685,47.6767935
-120.2150554,47.6767936
-120.2150552,47.6766488
-120.2152786,47.6766486
-120.2757169,47.4412491
-120.2757112,47.4410434
-120.2674914,47.3961452
-120.2673808,47.3962477
-120.2672497,47.3961808
-120.2673432,47.3960935
-120.2673808,47.3961146
-120.2674033,47.3960957
-120.2676419,47.3962395
-120.2678612,47.3962407
-120.2678603,47.3960923
-120.267641,47.3960929
-120.2681641,47.3962081
-120.2681086,47.3962081
-120.2681086,47.3962272
-120.268004,47.3962272
-120.268004,47.3962081
-120.2679148,47.3962081
-120.2679176,47.3960899
-120.2681659,47.3960899
-120.268427,47.3960948
-120.2684998,47.3960954
-120.2684989,47.3962549
-120.2682696,47.3962549
-120.2682678,47.3960929
-120.2683606,47.3960929
-120.2683615,47.3961133
-120.268427,47.3961127
-120.2688903,47.3961818
-120.268891,47.3960885
-120.2687942,47.3960882
-120.2687943,47.396074
-120.2686264,47.3960734
-120.2686258,47.3961561
-120.2687108,47.3961564
-120.2687106,47.3961811
-120.2692217,47.3960881
-120.2692235,47.3961793
-120.2691771,47.3961799
-120.2691771,47.3962057
-120.2691052,47.3962057
-120.2691043,47.3961793
-120.2690297,47.3961787
-120.2690288,47.3961534
-120.268986,47.3961534
-120.2689851,47.3960887
-120.2690998,47.39609
-120.2690998,47.3960697
-120.2692207,47.3960703
-120.2695677,47.3962485
-120.2693166,47.3962498
-120.2693149,47.3960965
-120.2693936,47.3960961
-120.2694112,47.396096
-120.2694118,47.3961516
-120.2695667,47.3961508
-120.2698866,47.3962402
-120.2696829,47.396239
-120.2696829,47.3961423
-120.2697083,47.3961423
-120.2697083,47.3961183
-120.2698866,47.3961202
-120.2673295,47.3960352
-120.2671785,47.3960352
-120.2671731,47.3958849
-120.2673332,47.3958849
-120.2673359,47.3959397
-120.2673259,47.3959391
-120.2702569,47.3962593
-120.2700022,47.3962581
-120.2700022,47.3961115
-120.2700868,47.3961115
-120.2700886,47.3961534
-120.2702587,47.3961534
-120.2673259,47.3958221
-120.2673314,47.3956337
-120.2671221,47.3956294
-120.2671203,47.3957636
-120.2671831,47.3957636
-120.2671813,47.3958209
-120.2673086,47.3955721
-120.2673077,47.3953991
-120.2671385,47.3953972
-120.2671385,47.3956017
-120.2672886,47.3956029
-120.2672886,47.3955721
-120.3096639,47.3931322
-120.1003217,47.3220652
-120.1002901,47.3219908
-120.1000868,47.3220232
-120.1001151,47.3220984
-120.100139,47.3220947
-120.1006046,47.3204581
-120.100571,47.320307
-120.1003962,47.3203259
-120.1004183,47.3204294
-120.1004846,47.3204242
-120.1004942,47.3204711
-120.0950946,47.2837044
-120.0948801,47.2837072
-120.094876,47.283515
-120.0950885,47.2835109
-120.0950926,47.2835768
-120.0949853,47.2835768
-120.0949873,47.2836111
-120.0950905,47.2836111
-120.0931641,47.2836319
-120.0932178,47.2834927
-120.093412,47.2835248
-120.0933978,47.2835548
-120.0935272,47.2835719
-120.093483,47.2836844
-120.1002909,47.284308
-120.0999711,47.2843039
-120.0999913,47.2840664
-120.1001472,47.2840691
-120.100135,47.2841996
-120.100216,47.2842023
-120.100216,47.2841446
-120.1003637,47.2841488
-120.1003597,47.2842147
-120.1002949,47.2842147
-120.0961211,47.2848256
-120.096241,47.2847254
-120.0960737,47.2846412
-120.095958,47.2847414
-120.0948633,47.2852877
-120.0948722,47.2851337
-120.0950206,47.285137400000004
-120.0950242,47.2850864
-120.0951117,47.2850889
-120.0951046,47.2852028
-120.0950796,47.2852028
-120.0950742,47.2852926
-120.0954914,47.2882729
-120.3314302,47.3471912
-120.6628217,47.3505176
-120.6633045,47.3472883
-120.6639723,47.3468231
-120.6662173,47.3469758
-120.6653093,47.348287
-120.6715174,47.347441
-120.6633044,47.3494328
-120.659919,47.5891068
-121.0411557,47.2338109
-121.0410501,47.2338044
-121.0410584,47.2337432
-121.0408786,47.233732
-121.040898,47.2335881
-121.0410412,47.233597
-121.0410339,47.2336511
-121.0411761,47.2336599
-121.0413554,47.2338488
-121.0415627,47.2338494
-121.041565,47.2337742
-121.041467,47.2337728
-121.0414702,47.2336666
-121.0412596,47.2336636
-121.0412557,47.2337925
-121.0413473,47.2337923
-121.0419113,47.2338638
-121.0417869,47.2338616
-121.041789,47.2338049
-121.0416273,47.233802
-121.0416327,47.2336597
-121.0419188,47.2336647
-121.0421523,47.2338618
-121.0423343,47.2338595
-121.042329,47.2336721
-121.04204,47.2336759
-121.0420434,47.2337982
-121.0421504,47.2337968
-121.0425959,47.2338602
-121.0424219,47.2338496
-121.0424473,47.2336566
-121.0426916,47.2336715
-121.0426754,47.2337948
-121.042605,47.2337905
-121.0439248,47.2338468
-121.0437361,47.2338461
-121.0437364,47.2338132
-121.0436014,47.2338126
-121.0436027,47.2336699
-121.0438515,47.2336709
-121.0438505,47.2337809
-121.0439254,47.2337812
-121.0436732,47.234399
-121.043491,47.2343964
-121.0434952,47.2342618
-121.04367740000001,47.2342644
-121.044689,47.2349948
-121.0445687,47.2349433
-121.0446277,47.2348595
-121.0447598,47.2349142
-121.0445429,47.2348818
-121.0443448,47.2347974
-121.0442769,47.2348707
-121.0443553,47.2349041
-121.0443165,47.2349461
-121.0444363,47.2349971
-121.0438894,47.2348902
-121.043754,47.2348319
-121.0438585,47.2347199
-121.0439939,47.2347782
-121.0433695,47.2347527
-121.0432866,47.2347466
-121.0433027,47.2347885
-121.0430867,47.2347728
-121.0431171,47.2345803
-121.0433935,47.2346005
-121.0428592,47.2347824
-121.0426473,47.2347743
-121.0426569,47.2346578
-121.0428688,47.2346659
-121.0426455,47.2346373
-121.0425382,47.2346501
-121.0425482,47.2345821
-121.0426531,47.2345892
-121.0421436,47.2347939
-121.0419615,47.2347872
-121.0419691,47.2346919
-121.0421512,47.2346986
-121.0415094,47.2346398
-121.0413715,47.2346353
-121.0413769,47.2345589
-121.0415149,47.2345635
-121.0417072,47.2347935
-121.0415337,47.2347859
-121.041543,47.2346894
-121.0417165,47.234697
-121.0411205,47.2347009
-121.0410645,47.2347001
-121.0410634,47.2347345
-121.0409758,47.2347332
-121.0409772,47.234688
-121.0408857,47.2346867
-121.0408883,47.2346046
-121.0411234,47.234608
-121.0404215,47.2346102
-121.0403596,47.2346423
-121.040268,47.234561
-121.04004020000001,47.2346793
-121.0401909,47.234813
-121.0403005,47.2347561
-121.0403733,47.2348207
-121.0405534,47.2347272
-121.0400411,47.2341749
-121.039958,47.2342275
-121.0398787,47.2341698
-121.0399618,47.2341172
-121.0399392,47.2343259
-121.0397702,47.2343678
-121.0397568,47.2342427
-121.0399294,47.2342342
-121.0393222,47.2343277
-121.0392096,47.2343059
-121.0392096,47.2343277
-121.0390262,47.2342922
-121.0391038,47.2341077
-121.0393914,47.2341635
-121.0399446,47.2336603
-121.0398169,47.2336869
-121.0397636,47.2335689
-121.0398913,47.2335423
-121.0385146,47.2338811
-121.0384099,47.2338873
-121.0384003,47.2338128
-121.038505,47.2338065
-121.0383617,47.2338505
-121.0382565,47.2338679
-121.0382237,47.2337765
-121.0383289,47.2337591
-121.0392462,47.2338269
-121.0392716,47.2336443
-121.039114,47.2336343
-121.0390886,47.2338168
-121.0388872,47.2336836
-121.0386985,47.2337031
-121.0386709,47.2335799
-121.0388596,47.2335604
-121.037869,47.2338377
-121.037716,47.2338242
-121.0377351,47.2337251
-121.0378881,47.2337386
-121.0289312,47.2346861
-121.0287918,47.2346619
-121.0288053,47.2346073
-121.0286545,47.2345756
-121.0286876,47.2344877
-121.0289863,47.2345394
-121.0294275,47.2347657
-121.0293417,47.2347657
-121.0290721,47.234723
-121.0291017,47.2346371
-121.0293902,47.2346829
-121.0293804,47.2347114
-121.0294428,47.2347213
-121.0290184,47.2342071
-121.0289567,47.2342003
-121.0289513,47.2342228
-121.0287944,47.2342055
-121.0288185,47.2341049
-121.0289923,47.2341241
-121.0289882,47.2341408
-121.0290331,47.2341458
-121.0288384,47.2343005
-121.0287918,47.2342849
-121.0287705,47.2343022
-121.0285844,47.2341964
-121.0286577,47.2341369
-121.0287138,47.2341687
-121.0286872,47.2341902
-121.0288733,47.2342525
-121.0297469,47.2347832
-121.029718,47.2347791
-121.0297097,47.2348063
-121.029647,47.2347975
-121.0296615,47.2347498
-121.0295613,47.2347357
-121.02958,47.2346742
-121.0296647,47.234686
-121.029673,47.2346587
-121.0297802,47.2346738
-121.0305313,47.2349105
-121.0304924,47.2348987
-121.030487,47.2349187
-121.030436,47.2348969
-121.0304334,47.2348768
-121.0303782,47.2348602
-121.0304438,47.2347601
-121.0305991,47.2348071
-121.0302292,47.2348617
-121.030107,47.2348357
-121.0301825,47.2346724
-121.0303046,47.2346984
